web-scraper-order,web-scraper-start-url,Gouvernorat Français,Gouvernorat Arabe,wileya-href,Délégation,baladiyet-href,Délégation2,mo3tamdiyya-href,Lieux Français,Lieux Arabe
1713828023-604,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Kerkennah,https://rues-tunisie.openalfa.com/kerkennah,El Kallabine,https://rues-tunisie.openalfa.com/el-kalabine,,الكلابين
1713828037-605,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Kerkennah,https://rues-tunisie.openalfa.com/kerkennah,El Attaya,https://rues-tunisie.openalfa.com/el-ataya,Villages et Hameaux de El Attaya,العطايا
1713828053-606,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Kerkennah,https://rues-tunisie.openalfa.com/kerkennah,Echargui,https://rues-tunisie.openalfa.com/el-chargui,,الشرقي
1713828067-607,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Kerkennah,https://rues-tunisie.openalfa.com/kerkennah,Îlot Gremdi,https://rues-tunisie.openalfa.com/en-najet,,جزيرة قرمدي
1713828094-608,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Thyna,https://rues-tunisie.openalfa.com/tina,Thyna,https://rues-tunisie.openalfa.com/tina_tina,Lieux de Thyna,طينة
1713828108-609,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Thyna,https://rues-tunisie.openalfa.com/tina,Sidi Abid,https://rues-tunisie.openalfa.com/sidi-abid,,سيدي عبيد
1713828122-610,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Thyna,https://rues-tunisie.openalfa.com/tina,El Hajeb,https://rues-tunisie.openalfa.com/el-hajeb,,الحاجب
1713828149-611,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,Souani,https://rues-tunisie.openalfa.com/souani,,السواني
1713828164-612,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,Shkira,https://rues-tunisie.openalfa.com/shkira,,الصخيرة
1713828177-613,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,Cité des Cadres Du Groupe Chimique,https://rues-tunisie.openalfa.com/cite-des-cadres-du-groupe-chimique,,
1713828191-614,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,Sidi Mhammad,https://rues-tunisie.openalfa.com/sidi-mohamed,Lieux de Sidi Mhammad,سيدي إمحمد
1713828203-615,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,Sbih,https://rues-tunisie.openalfa.com/sbih,,‫صبيح‬
1713828217-616,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,Naouel,https://rues-tunisie.openalfa.com/naoual,,‫نوال‬
1713828231-617,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,El Khadhra,https://rues-tunisie.openalfa.com/el-khadhra,Lieux de El Khadhra,‫الخضراء‬
1713828245-618,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,El Kenitra,https://rues-tunisie.openalfa.com/el-kenitra,Lieux de El Kenitra,‫القنيطرة‬
1713828260-619,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Skhira,https://rues-tunisie.openalfa.com/skhira,El Hamada,https://rues-tunisie.openalfa.com/el-hammada,,‫الحمادة‬
1713828287-620,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Sidi Abbes,https://rues-tunisie.openalfa.com/sidi-abbes,Lieux de Sidi Abbes,سيدي عباس
1713828300-621,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Rbadh,https://rues-tunisie.openalfa.com/er-rbadh,Lieux de Rbadh,الربض
1713828314-622,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Mohamed Ali,https://rues-tunisie.openalfa.com/mohamed-ali,Lieux de Mohamed Ali,محمد علي
1713828328-623,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Merkez Gaddour,https://rues-tunisie.openalfa.com/merkez-kaddour,,مركز قدور
1713828342-624,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Merkez El Bacha,https://rues-tunisie.openalfa.com/merkez-el-pacha,,مركز الباشا
1713828356-625,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,La Médina,https://rues-tunisie.openalfa.com/la-medina,Lieux de La Médina,المدينة
1713828370-626,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,El Bassatine,https://rues-tunisie.openalfa.com/el-bassatine_sfax-ville,Lieux de El Bassatine,البساتين
1713828383-627,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Cité Ettaouidhi,https://rues-tunisie.openalfa.com/cite-ettaouidhi,,حي التعويضي
1713828397-628,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Cité El Khairi,https://rues-tunisie.openalfa.com/cite-el-khiari,,الحي الخيري
1713828410-629,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Bab Bhar,https://rues-tunisie.openalfa.com/bab-el-bhar_sfax-ville,,باب بحر
1713828423-630,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,Ain Cheikh Rouhou,https://rues-tunisie.openalfa.com/ain-chaikh-rouhou,,عين شيخ روحه
1713828437-631,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ville,https://rues-tunisie.openalfa.com/sfax-ville,15 Novembre,https://rues-tunisie.openalfa.com/15-novembre,,15 نوفمبر
1713828464-632,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Sud,https://rues-tunisie.openalfa.com/sfax-sud,Gremda,https://rues-tunisie.openalfa.com/gremda,Lieux de Gremda,قرمدة
1713828477-633,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Sud,https://rues-tunisie.openalfa.com/sfax-sud,El Khazanet,https://rues-tunisie.openalfa.com/khazanet,Lieux de El Khazanet,الخزانات
1713828490-634,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Sud,https://rues-tunisie.openalfa.com/sfax-sud,El Aouabed,https://rues-tunisie.openalfa.com/ayoun-el-mayel,Lieux de El Aouabed,العوابد
1713828503-635,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Sud,https://rues-tunisie.openalfa.com/sfax-sud,El Ain,https://rues-tunisie.openalfa.com/el-ain,Lieux de El Ain,العين
1713828516-636,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Sud,https://rues-tunisie.openalfa.com/sfax-sud,El Afrane Nord,https://rues-tunisie.openalfa.com/el-afrane-nord,Lieux de El Afrane Nord,الأفران الشمالية
1713828530-637,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Sud,https://rues-tunisie.openalfa.com/sfax-sud,Bouzaiane,https://rues-tunisie.openalfa.com/bouzaiane,Lieux de Bouzaiane,بوزيان
1713828543-638,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Sud,https://rues-tunisie.openalfa.com/sfax-sud,Ayoun El Mayel,https://rues-tunisie.openalfa.com/ayoun-el-mayel_delegation-sfax-sud,Lieux de Ayoun El Mayel,عيون المايل
1713828574-639,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ouest,https://rues-tunisie.openalfa.com/sfax-ouest,Soukra,https://rues-tunisie.openalfa.com/soukra_sfax-ouest,Lieux de Soukra,سكرة
1713828587-640,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ouest,https://rues-tunisie.openalfa.com/sfax-ouest,Oued Ermal,https://rues-tunisie.openalfa.com/oued-er-rmel,,وادي الرمل
1713828601-641,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ouest,https://rues-tunisie.openalfa.com/sfax-ouest,Merkez Chaker,https://rues-tunisie.openalfa.com/merkez-chaker,Lieux de Merkez Chaker,مركز شاكر
1713828615-642,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ouest,https://rues-tunisie.openalfa.com/sfax-ouest,El Houda,https://rues-tunisie.openalfa.com/el-houda,Lieux de El Houda,الهدى
1713828629-643,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ouest,https://rues-tunisie.openalfa.com/sfax-ouest,El Alia,https://rues-tunisie.openalfa.com/el-alia_sfax-ouest,Lieux de El Alia,العالية
1713828643-644,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ouest,https://rues-tunisie.openalfa.com/sfax-ouest,Cité El Habib,https://rues-tunisie.openalfa.com/cite-el-habib,,حي الحبيب
1713828659-645,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sfax Ouest,https://rues-tunisie.openalfa.com/sfax-ouest,Cité El Bahri,https://rues-tunisie.openalfa.com/cite-el-bahri,,حي البحري
1713828689-646,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakeit-ezzit,Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakiet-ezzit,,ساقية الزيت
1713828706-647,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakeit-ezzit,Teniour,https://rues-tunisie.openalfa.com/teniour,,تنيور
1713828721-648,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakeit-ezzit,Sidi Salah,https://rues-tunisie.openalfa.com/sidi-salah,Lieux de Sidi Salah,سيدي صالح
1713828735-649,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakeit-ezzit,Merkez Bouassida,https://rues-tunisie.openalfa.com/merkez-bouassida,,مركز بوعصيدة
1713828755-650,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakeit-ezzit,Essedra,https://rues-tunisie.openalfa.com/es-sedra,,السدرة
1713828768-651,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakeit-ezzit,Cité El Ons,https://rues-tunisie.openalfa.com/el-ons,,الأنس
1713828782-652,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Ezzit,https://rues-tunisie.openalfa.com/sakeit-ezzit,Chihia,https://rues-tunisie.openalfa.com/chihia,Lieux de Chihia,الشيحية
1713828810-653,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,Merkez El Hattab,https://rues-tunisie.openalfa.com/merkez-el-hattab,,مركز الحطاب
1713828823-654,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,Sidi Mansour,https://rues-tunisie.openalfa.com/sidi-mansour_sakeit-eddaeir,Lieux de Sidi Mansour,سيدي منصور
1713828837-655,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,Saltania,https://rues-tunisie.openalfa.com/saltnia,Lieux de Saltania,السلطنية
1713828852-656,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,Merkez Kaaniche,https://rues-tunisie.openalfa.com/merkez-kaaniche,Lieux de Merkez Kaaniche,مركز كعنيش
1713828865-657,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,Merkez Essebai,https://rues-tunisie.openalfa.com/merkez-es-sebai,,مركز السبعي
1713828879-658,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,El Khiria,https://rues-tunisie.openalfa.com/khiria,Lieux de El Khiria,الخيرية
1713828893-659,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,El Bederna,https://rues-tunisie.openalfa.com/bedarna,Lieux de El Bederna,البدارنة
1713828907-660,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Sakiet Eddaier,https://rues-tunisie.openalfa.com/sakeit-eddaeir,Cité Bourguiba,https://rues-tunisie.openalfa.com/cite-bourguiba,Lieux de Cité Bourguiba,حي بورقيبة
1713828935-661,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Telil El Ajla,https://rues-tunisie.openalfa.com/telil-el-ajla,Lieux de Telil El Ajla,تليل العجلة
1713828949-662,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker_menzel-chaker,,منزل شاكر
1713828963-663,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Majel Edraj,https://rues-tunisie.openalfa.com/%E2%80%AB%E2%80%AAmajel%E2%80%AC%E2%80%AC-%E2%80%AB%E2%80%AAedarj%E2%80%AC%E2%80%AC,Lieux de Majel Edraj,ماجل الدرج
1713828977-664,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,El Hadj Kacem,https://rues-tunisie.openalfa.com/el-hadj-kacem,Lieux de El Hadj Kacem,الحاج قاسم
1713828990-665,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,El Bokaa El Bidha,https://rues-tunisie.openalfa.com/el-bokaa-el-bidha,Villages et Hameaux de El Bokaa El Bidha,البقعة البيضة
1713829004-666,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,El Aouadna,https://rues-tunisie.openalfa.com/el-aouadhna,Lieux de El Aouadna,‫العوادنة‬
1713829017-667,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,El Achech,https://rues-tunisie.openalfa.com/el-achech,Lieux de El Achech,الأعشاش
1713829031-668,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Chaaleb,https://rues-tunisie.openalfa.com/chaleb,,شعلاب
1713829044-669,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Bou Thadi,https://rues-tunisie.openalfa.com/bou-thadi,Lieux de Bou Thadi,‫بوثدي‬
1713829058-670,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Bou Jarboue,https://rues-tunisie.openalfa.com/bou-jarboue,Lieux de Bou Jarboue,بوجربوع
1713829072-671,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Bir El Mellouli,https://rues-tunisie.openalfa.com/bir-mellouli,Lieux de Bir El Mellouli,بئر الملولي
1713829086-672,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Menzel Chaker,https://rues-tunisie.openalfa.com/menzel-chaker,Bechka,https://rues-tunisie.openalfa.com/bechka,Lieux de Bechka,‫بشكة‬
1713829114-673,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,Jebeniana,https://rues-tunisie.openalfa.com/jebeniana_delegation-jebeniana,,جبنيانة
1713829128-674,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,Hazeg,https://rues-tunisie.openalfa.com/hazeg,Lieux de Hazeg,‫حزق‬
1713829142-675,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,Ellouza,https://rues-tunisie.openalfa.com/el-louza,Lieux de Ellouza,‫اللوزة‬
1713829156-676,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,El Houdh,https://rues-tunisie.openalfa.com/el-houdh_jebeniana,Lieux de El Houdh,‫الحوض‬
1713829170-677,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,El Galelja,https://rues-tunisie.openalfa.com/el-kalelja,,القلالجة‬
1713829184-678,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,El Ajenga,https://rues-tunisie.openalfa.com/el-ajengna,,‫العجانقة‬
1713829198-679,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,Botria,https://rues-tunisie.openalfa.com/batria,Lieux de Botria,‫بطرية‬
1713829211-680,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation Jebeniana,https://rues-tunisie.openalfa.com/jebeniana,Baltech,https://rues-tunisie.openalfa.com/baltech,,‫بلطش‬
1713829240-681,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Mahrès,https://rues-tunisie.openalfa.com/delegation-el-mahres,حي الأمال,https://rues-tunisie.openalfa.com/%D8%AD%D9%8A-%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%84,,
1713829254-682,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Mahrès,https://rues-tunisie.openalfa.com/delegation-el-mahres,SOS Village d'enfants Mahrès,https://rues-tunisie.openalfa.com/sos-village-d-enfants-mahares,,
1713829269-683,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Mahrès,https://rues-tunisie.openalfa.com/delegation-el-mahres,Sidi Ghrib,https://rues-tunisie.openalfa.com/sidi-ghrib,,سيدي غريب
1713829282-684,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Mahrès,https://rues-tunisie.openalfa.com/delegation-el-mahres,Esmara,https://rues-tunisie.openalfa.com/es-smara,Lieux de Esmara,‫السمارة‬
1713829295-685,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Mahrès,https://rues-tunisie.openalfa.com/delegation-el-mahres,El Mahrès Sud,https://rues-tunisie.openalfa.com/mahres-sud,Lieux de El Mahrès Sud,المحرس الجنوبية
1713829309-686,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Mahrès,https://rues-tunisie.openalfa.com/delegation-el-mahres,Chaffar,https://rues-tunisie.openalfa.com/chaffar,Lieux de Chaffar,‫الشفار‬
1713829322-687,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Mahrès,https://rues-tunisie.openalfa.com/delegation-el-mahres,Aithet Echelaya,https://rues-tunisie.openalfa.com/%E2%80%AB%E2%80%AAaithet%E2%80%AC%E2%80%AC-%E2%80%AB%E2%80%AAchelaia%E2%80%AC%E2%80%AC,,عيثة الشلايا
1713829351-688,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,El Hencha,https://rues-tunisie.openalfa.com/el-hencha_delegation-el-hencha,,الحنشة
1713829367-689,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,Sidi Hsan Belhaj,https://rues-tunisie.openalfa.com/sidi-hassan-belhaj,Lieux de Sidi Hsan Belhaj,سيدي حسن بلحاج
1713829382-690,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,Merkez Mosbah,https://rues-tunisie.openalfa.com/merkez-mosbah,Lieux de Merkez Mosbah,مركز مصباح
1713829397-691,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,Ennasr,https://rues-tunisie.openalfa.com/ennasr_el-hencha,Lieux de Ennasr,النصر
1713829411-692,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,El Jouaouda,https://rues-tunisie.openalfa.com/jouaouda,,‫الجواودة‬
1713829425-693,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,El Hajara,https://rues-tunisie.openalfa.com/el-hajjara,,‫الحجارة‬
1713829439-694,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,Dokhane,https://rues-tunisie.openalfa.com/dokhane,,‫دخان‬
1713829453-695,https://rues-tunisie.openalfa.com/,Gouvernorat Sfax,صفاقس	,https://rues-tunisie.openalfa.com/sfax,Délégation El Hencha,https://rues-tunisie.openalfa.com/el-hencha,Bir Salah,https://rues-tunisie.openalfa.com/bir-salah,,بئر صالح
